experiment_type,experiment_run,step_num,best_model_folder,config_model_type,config_qwen3_model_name,config_max_length,config_embedding_batch_size,config_freeze_qwen3,config_embedding_dim,config_embedding_pooling,config_f1_threshold,config_freeze_strategy,config_lora_rank,config_lora_alpha,config_has_lora,best_accuracy,best_precision,best_recall,best_f1,best_accuracy_trs,best_precision_trs,best_recall_trs,best_f1_trs,roc_auc_test,train_roc_auc,step,epoch
matonto_try,20250715_123845_MatOnto_ep5_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,300,best_model_step_300_auc_0.8995,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.05,lora,8,16,True,0.929140625,1.0,1.0,0.6795053003533569,0.05,0.14,0.01,0.05,0.8994915338592737,0.9830038009179577,300,2
matonto_try,20250715_125856_MatOnto_ep15_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,800,best_model_step_800_auc_0.9104,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.05,lora,8,16,True,0.93111328125,1.0,1.0,0.6566684054946966,0.060000000000000005,0.25,0.01,0.05,0.910355074400664,0.9979830180374595,800,7
matonto_try,20250715_183448_MatOnto_ep30_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,2000,best_model_step_2000_auc_0.9380,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.05,lora,8,16,True,0.9190234375,1.0,1.0,0.589985575932413,0.06999999999999999,0.39,0.01,0.05,0.9380106316365917,0.9996600503272521,2000,19
matonto_try,20250715_185149_MatOnto_ep50_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,2650,best_model_step_2650_auc_0.9437,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.060000000000000005,lora,8,16,True,0.940712890625,1.0,0.999266862170088,0.7268637242992757,0.060000000000000005,0.3,0.01,0.060000000000000005,0.9437137893135623,0.9996758319571665,2650,26
matonto_try,20250715_214335_MatOnto_ep100_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,2500,best_model_step_2500_auc_0.9357,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.05,lora,8,16,True,0.9326953125,1.0,1.0,0.6487527784638182,0.06999999999999999,0.29000000000000004,0.01,0.060000000000000005,0.9357427755028915,0.9998282481605342,2500,24
obi_try,20250715_094559_OBI_ep1_lr1e-05_bs32_eval100_seed42_freeze_lora_r8_a16,100,best_model_step_100_auc_0.7549,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,,lora,8,16,True,0.978544921875,0.1901840490797546,1.0,0.14038185630725086,0.14,0.08,0.01,0.05,0.7548733707367337,0.8144838963079339,100,0
obi_try,20250715_123057_OBI_ep2_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,200,best_model_step_200_auc_0.8127,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.060000000000000005,lora,8,16,True,0.978486328125,0.5,1.0,0.1673052362707535,0.21000000000000002,0.21000000000000002,0.01,0.060000000000000005,0.812665038043882,0.8934054040605096,200,1
obi_try,20250715_160311_OBI_ep15_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,1550,best_model_step_1550_auc_0.9444,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.2,lora,8,16,True,0.9797265625,0.9090909090909091,0.9840182648401826,0.45030181086519117,0.42000000000000004,0.7000000000000001,0.01,0.19,0.9444103208756444,0.9851624315235371,1550,14
obi_try,20250715_162140_OBI_ep5_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,450,best_model_step_450_auc_0.9033,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.11,lora,8,16,True,0.97845703125,0.4,0.99909338168631,0.278118609406953,0.56,0.38,0.01,0.11,0.9033222413764286,0.944021979235697,450,4
obi_try,20250715_162851_OBI_ep2_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,150,best_model_step_150_auc_0.8250,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.05,lora,8,16,True,0.9784765625,0.168,1.0,0.14415613218008427,0.21000000000000002,0.14,0.01,0.060000000000000005,0.8249588482184314,0.8738596973986078,150,1
obi_try,20250715_193651_OBI_ep50_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,4900,best_model_step_4900_auc_0.9599,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.24000000000000002,lora,8,16,True,0.982060546875,0.8947368421052632,0.9837511606313835,0.5126713751557956,0.52,0.92,0.01,0.25,0.9599271088675748,0.9958646242248392,4900,46
obi_try,20250715_193810_OBI_ep50_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,4900,best_model_step_4900_auc_0.9620,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.27,lora,8,16,True,0.9821484375,0.85,0.9818941504178273,0.5144736842105263,0.52,0.92,0.01,0.28,0.9620030744539826,0.9957416957224945,4900,46
obi_try,20250715_211054_OBI_ep100_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,1300,best_model_step_1300_auc_0.9346,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.17,lora,8,16,True,0.979443359375,1.0,0.9775126204681046,0.42080745341614906,0.43,0.81,0.01,0.18000000000000002,0.9346297343092901,0.9862723225975386,1300,12
obi_try,20250715_211258_OBI_ep100_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,10300,best_model_step_10300_auc_0.9712,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.3,lora,8,16,True,0.98306640625,0.9452054794520548,0.9935838680109991,0.555530625981602,0.53,0.92,0.01,0.31,0.9711800415911412,0.9971487301903057,10300,98
po_try,20250715_124239_PO_ep5_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,400,best_model_step_400_auc_0.8874,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.08,lora,8,16,True,0.97390625,0.84,1.0,0.3432919954904171,0.17,0.21000000000000002,0.01,0.08,0.8874283358489953,0.9540502749410841,400,3
po_try,20250715_124802_PO_ep2_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,200,best_model_step_200_auc_0.7638,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.05,lora,8,16,True,0.972734375,0.2150170648464164,1.0,0.17022971716903465,0.09,0.060000000000000005,0.01,0.05,0.7637875255025108,0.823356053924112,200,1
po_try,20250715_130748_PO_ep15_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,1300,best_model_step_1300_auc_0.9443,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.18000000000000002,lora,8,16,True,0.975693359375,1.0,0.9956284153005465,0.47722132471728596,0.37,0.64,0.01,0.17,0.9442745666882374,0.9886466672393301,1300,12
po_try,20250715_183102_PO_ep30_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,2400,best_model_step_2400_auc_0.9667,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.17,lora,8,16,True,0.978486328125,1.0,1.0,0.5741035152799858,0.31,0.76,0.01,0.23,0.9667335627520213,0.9950508062734703,2400,23
po_try,20250715_185450_PO_ep50_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,4050,best_model_step_4050_auc_0.9685,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.21000000000000002,lora,8,16,True,0.97884765625,1.0,1.0,0.6043024771838331,0.42000000000000004,0.8200000000000001,0.01,0.22,0.9684613595500611,0.9962829751599428,4050,40
po_try,20250715_224809_PO_ep100_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,10000,best_model_step_10000_auc_0.9760,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.26,lora,8,16,True,0.98203125,1.0,1.0,0.6210876027277497,0.5,0.91,0.01,0.26,0.9760371993760093,0.9986455637937897,10000,99
proco_try,20250715_131953_PROCO_ep15_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,1300,best_model_step_1300_auc_0.9012,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.08,lora,8,16,True,0.962998046875,1.0,1.0,0.3264948036172223,0.27,0.35000000000000003,0.01,0.08,0.901191907146296,0.9939760775682284,1300,12
proco_try,20250715_133203_PROCO_ep5_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,450,best_model_step_450_auc_0.8630,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.06999999999999999,lora,8,16,True,0.96078125,1.0,1.0,0.2605153467222433,0.14,0.15000000000000002,0.01,0.06999999999999999,0.862991475585916,0.962041228386177,450,4
proco_try,20250715_183615_PROCO_ep30_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,2500,best_model_step_2500_auc_0.9194,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.09,lora,8,16,True,0.96255859375,1.0,1.0,0.3803634142617193,0.31,0.43,0.01,0.09,0.9194197947100065,0.9969278373417265,2500,24
proco_try,20250715_185816_PROCO_ep50_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,4300,best_model_step_4300_auc_0.9209,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.09,lora,8,16,True,0.961337890625,1.0,1.0,0.3784917247060586,0.38,0.61,0.01,0.09,0.9209327680037619,0.9971825231497037,4300,42
proco_try,20250715_214515_PROCO_ep100_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,7250,best_model_step_7250_auc_0.9403,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.13,lora,8,16,True,0.96228515625,1.0,1.0,0.4758776896942242,0.21000000000000002,0.64,0.01,0.13,0.9402571099615161,0.9987680267842467,7250,72
schemaorg_try,20250715_133708_SchemaOrg_ep15_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,1400,best_model_step_1400_auc_0.9004,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.11,lora,8,16,True,0.975751953125,1.0,0.995625,0.4903070852633385,0.16,0.24000000000000002,0.01,0.09999999999999999,0.9004160959551412,0.9968322981366459,1400,13
schemaorg_try,20250715_134703_SchemaOrg_ep5_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,500,best_model_step_500_auc_0.8739,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.08,lora,8,16,True,0.9705859375,1.0,1.0,0.3385939741750359,0.15000000000000002,0.3,0.01,0.08,0.8739450163810484,0.9756009727973758,500,4
schemaorg_try,20250716_110541_SchemaOrg_ep100_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,1500,best_model_step_1500_auc_0.9125,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.09,lora,8,16,True,0.97404296875,1.0,1.0,0.46988568503668315,0.18000000000000002,0.43,0.01,0.09999999999999999,0.9125050859545202,0.9972673187186216,1500,14
schemaorg_try,20250716_115023_SchemaOrg_ep50_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,3400,best_model_step_3400_auc_0.9065,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.11,lora,8,16,True,0.97755859375,1.0,0.9996875,0.5134180790960452,0.21000000000000002,0.28,0.01,0.13,0.9065231571320564,0.9991252226034835,3400,33
schemaorg_try,20250716_122233_SchemaOrg_ep50_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,1550,best_model_step_1550_auc_0.9252,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.12,lora,8,16,True,0.9755859375,1.0,0.99875,0.5226075903395678,0.13,0.35000000000000003,0.01,0.12,0.9252373046875,0.9978476052593999,1550,15
sweet_try,20250715_135125_SWEET_ep15_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,2450,best_model_step_2450_auc_0.9023,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.14,lora,8,16,True,0.979951171875,1.0,0.9966714217784118,0.3639837592548364,0.36000000000000004,0.7100000000000001,0.01,0.14,0.9022604833337945,0.9875995847105687,2450,13
sweet_try,20250715_141026_SWEET_ep5_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,900,best_model_step_900_auc_0.8104,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.08,lora,8,16,True,0.9792578125,0.5343511450381679,0.9943741209563994,0.2310594152782144,0.2,0.2,0.01,0.06999999999999999,0.8103828941746191,0.9360757880006144,900,4
sweet_try,20250715_141805_SWEET_ep2_lr1e-05_bs32_eval50_seed42_freeze_lora_r8_a16,300,best_model_step_300_auc_0.6487,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.060000000000000005,lora,8,16,True,0.97927734375,1.0,1.0,0.08091210003677823,0.16,0.17,0.01,0.08,0.6486717496408009,0.9159014857536867,300,1
sweet_try,20250715_183532_SWEET_ep30_lr1e-05_bs32_eval100_seed42_freeze_lora_r8_a16,4300,best_model_step_4300_auc_0.9202,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.17,lora,8,16,True,0.980205078125,0.6779661016949152,0.9785918173168411,0.4116645381013197,0.39,0.64,0.01,0.16,0.9202247447578157,0.9953214324942072,4300,22
sweet_try,20250715_193335_SWEET_ep50_lr1e-05_bs32_eval100_seed42_freeze_lora_r8_a16,8700,best_model_step_8700_auc_0.9272,qwen3_cross_attention_meta_model,Qwen/Qwen3-Embedding-0.6B,512,32,True,1024,last_token_norm,0.23,lora,8,16,True,0.9809375,0.76,0.9775386055217595,0.42910622367805334,0.36000000000000004,0.74,0.01,0.21000000000000002,0.9272313687535239,0.9978156298735055,8700,46
